   0.00000,    0.00000
   0.00000,    1.02041
   0.00000,    2.04082
   0.00000,    3.06122
   0.00000,    4.08163
   0.00000,    5.10204
   0.00000,    6.12245
   0.00000,    7.14286
   0.00000,    8.16327
   0.00000,    9.18367
   1.00503,    0.00000
   1.00503,    1.02041
   1.00503,    2.04082
   1.00503,    3.06122
   1.00503,    4.08163
   1.00503,    5.10204
   1.00503,    6.12245
   1.00503,    7.14286
   1.00503,    8.16327
   1.00503,    9.18367
   1.00503,   10.20408
   2.01005,    0.00000
   2.01005,    1.02041
   2.01005,    2.04082
   2.01005,    3.06122
   2.01005,    4.08163
   2.01005,    5.10204
   2.01005,    6.12245
   2.01005,    7.14286
   2.01005,    8.16327
   2.01005,    9.18367
   2.01005,   10.20408
   3.01508,    0.00000
   3.01508,    1.02041
   3.01508,    2.04082
   3.01508,    3.06122
   3.01508,    4.08163
   3.01508,    5.10204
   3.01508,    6.12245
   3.01508,    7.14286
   3.01508,    8.16327
   3.01508,    9.18367
   3.01508,   10.20408
   4.02010,    0.00000
   4.02010,    1.02041
   4.02010,    2.04082
   4.02010,    3.06122
   4.02010,    4.08163
   4.02010,    5.10204
   4.02010,    6.12245
   4.02010,    7.14286
   4.02010,    8.16327
   4.02010,    9.18367
   4.02010,   10.20408
   4.02010,   11.22449
   5.02513,    0.00000
   5.02513,    1.02041
   5.02513,    2.04082
   5.02513,    3.06122
   5.02513,    4.08163
   5.02513,    5.10204
   5.02513,    6.12245
   5.02513,    7.14286
   5.02513,    8.16327
   5.02513,    9.18367
   5.02513,   10.20408
   5.02513,   11.22449
   6.03015,    0.00000
   6.03015,    1.02041
   6.03015,    2.04082
   6.03015,    3.06122
   6.03015,    4.08163
   6.03015,    5.10204
   6.03015,    6.12245
   6.03015,    7.14286
   6.03015,    8.16327
   6.03015,    9.18367
   6.03015,   10.20408
   6.03015,   11.22449
   7.03518,    0.00000
   7.03518,    1.02041
   7.03518,    2.04082
   7.03518,    3.06122
   7.03518,    4.08163
   7.03518,    5.10204
   7.03518,    6.12245
   7.03518,    7.14286
   7.03518,    8.16327
   7.03518,    9.18367
   7.03518,   10.20408
   7.03518,   11.22449
   8.04020,    0.00000
   8.04020,    1.02041
   8.04020,    2.04082
   8.04020,    3.06122
   8.04020,    4.08163
   8.04020,    5.10204
   8.04020,    6.12245
   8.04020,    7.14286
   8.04020,    8.16327
   8.04020,    9.18367
   8.04020,   10.20408
   8.04020,   11.22449
   8.04020,   12.24490
   9.04523,    0.00000
   9.04523,    1.02041
   9.04523,    2.04082
   9.04523,    3.06122
   9.04523,    4.08163
   9.04523,    5.10204
   9.04523,    6.12245
   9.04523,    7.14286
   9.04523,    8.16327
   9.04523,    9.18367
   9.04523,   10.20408
   9.04523,   11.22449
   9.04523,   12.24490
  10.05025,    0.00000
  10.05025,    1.02041
  10.05025,    2.04082
  10.05025,    3.06122
  10.05025,    4.08163
  10.05025,    5.10204
  10.05025,    6.12245
  10.05025,    7.14286
  10.05025,    8.16327
  10.05025,    9.18367
  10.05025,   10.20408
  10.05025,   11.22449
  10.05025,   12.24490
  11.05528,    0.00000
  11.05528,    1.02041
  11.05528,    2.04082
  11.05528,    3.06122
  11.05528,    4.08163
  11.05528,    5.10204
  11.05528,    6.12245
  11.05528,    7.14286
  11.05528,    8.16327
  11.05528,    9.18367
  11.05528,   10.20408
