  -2.00000,    0.00000
  -2.00000,    0.04040
  -2.00000,    0.08081
  -2.00000,    0.12121
  -2.00000,    0.16162
  -2.00000,    0.20202
  -2.00000,    0.24242
  -2.00000,    0.28283
  -2.00000,    0.32323
  -2.00000,    0.36364
  -2.00000,    0.40404
  -2.00000,    0.44444
  -2.00000,    0.48485
  -2.00000,    0.52525
  -2.00000,    0.56566
  -2.00000,    0.60606
  -2.00000,    0.64646
  -2.00000,    0.68687
  -2.00000,    0.72727
  -2.00000,    0.76768
  -2.00000,    0.80808
  -2.00000,    0.84848
  -2.00000,    0.88889
  -2.00000,    0.92929
  -2.00000,    0.96970
  -2.00000,    1.01010
  -2.00000,    1.05051
  -2.00000,    1.09091
  -2.00000,    1.13131
  -2.00000,    1.17172
  -2.00000,    1.21212
  -2.00000,    1.25253
  -2.00000,    1.29293
  -2.00000,    1.33333
  -2.00000,    1.37374
  -2.00000,    1.41414
  -2.00000,    1.45455
  -2.00000,    1.49495
  -2.00000,    1.53535
  -2.00000,    1.57576
  -2.00000,    1.61616
  -2.00000,    1.65657
  -2.00000,    1.69697
  -2.00000,    1.73737
  -2.00000,    1.77778
  -2.00000,    1.81818
  -2.00000,    1.85859
  -2.00000,    1.89899
  -2.00000,    1.93939
  -2.00000,    1.97980
  -2.00000,    2.02020
  -2.00000,    2.06061
  -2.00000,    2.10101
  -2.00000,    2.14141
  -2.00000,    2.18182
  -2.00000,    2.22222
  -2.00000,    2.26263
  -2.00000,    2.30303
  -2.00000,    2.34343
  -2.00000,    2.38384
  -2.00000,    2.42424
  -2.00000,    2.46465
  -2.00000,    2.50505
  -2.00000,    2.54545
  -2.00000,    2.58586
  -2.00000,    2.62626
  -2.00000,    2.66667
  -2.00000,    2.70707
  -2.00000,    2.74747
  -2.00000,    2.78788
  -2.00000,    2.82828
  -2.00000,    2.86869
  -2.00000,    2.90909
  -2.00000,    2.94949
  -2.00000,    2.98990
  -2.00000,    3.03030
  -2.00000,    3.07071
  -2.00000,    3.11111
  -2.00000,    3.15152
  -2.00000,    3.19192
  -2.00000,    3.23232
  -2.00000,    3.27273
  -2.00000,    3.31313
  -2.00000,    3.35354
  -2.00000,    3.39394
  -2.00000,    3.43434
  -2.00000,    3.47475
  -2.00000,    3.51515
  -2.00000,    3.55556
  -2.00000,    3.59596
  -2.00000,    3.63636
  -2.00000,    3.67677
  -2.00000,    3.71717
  -2.00000,    3.75758
  -2.00000,    3.79798
  -2.00000,    3.83838
  -2.00000,    3.87879
  -2.00000,    3.91919
  -2.00000,    3.95960
  -2.00000,    4.00000
  -1.95960,    0.00000
  -1.95960,    0.04040
  -1.95960,    0.08081
  -1.95960,    0.12121
  -1.95960,    0.16162
  -1.95960,    0.20202
  -1.95960,    0.24242
  -1.95960,    0.28283
  -1.95960,    0.32323
  -1.95960,    0.36364
  -1.95960,    0.40404
  -1.95960,    0.44444
  -1.95960,    0.48485
  -1.95960,    0.52525
  -1.95960,    0.56566
  -1.95960,    0.60606
  -1.95960,    0.64646
  -1.95960,    0.68687
  -1.95960,    0.72727
  -1.95960,    0.76768
  -1.95960,    0.80808
  -1.95960,    0.84848
  -1.95960,    0.88889
  -1.95960,    0.92929
  -1.95960,    0.96970
  -1.95960,    1.01010
  -1.95960,    1.05051
  -1.95960,    1.09091
  -1.95960,    1.13131
  -1.95960,    1.17172
  -1.95960,    1.21212
