  -2.20000,    0.00000
  -2.19862,    0.00047
  -2.19725,    0.00187
  -2.19587,    0.00420
  -2.19450,    0.00745
  -2.19312,    0.01162
  -2.19175,    0.01671
  -2.19037,    0.02270
  -2.18900,    0.02958
  -2.18762,    0.03734
  -2.18625,    0.04596
  -2.18487,    0.05543
  -2.18349,    0.06572
  -2.18212,    0.07683
  -2.18074,    0.08873
  -2.17937,    0.10140
  -2.17799,    0.11481
  -2.17662,    0.12894
  -2.17524,    0.14377
  -2.17387,    0.15925
  -2.17249,    0.17538
  -2.17112,    0.19211
  -2.16974,    0.20941
  -2.16837,    0.22726
  -2.16699,    0.24562
  -2.16561,    0.26445
  -2.16424,    0.28372
  -2.16286,    0.30340
  -2.16149,    0.32344
  -2.16011,    0.34381
  -2.15874,    0.36447
  -2.15736,    0.38539
  -2.15599,    0.40652
  -2.15461,    0.42783
  -2.15324,    0.44927
  -2.15186,    0.47080
  -2.15048,    0.49239
  -2.14911,    0.51399
  -2.14773,    0.53557
  -2.14636,    0.55708
  -2.14498,    0.57848
  -2.14361,    0.59974
  -2.14223,    0.62081
  -2.14086,    0.64166
  -2.13948,    0.66224
  -2.13811,    0.68252
  -2.13673,    0.70246
  -2.13535,    0.72202
  -2.13398,    0.74116
  -2.13260,    0.75986
  -2.13123,    0.77807
  -2.12985,    0.79576
  -2.12848,    0.81290
  -2.12710,    0.82945
  -2.12573,    0.84539
  -2.12435,    0.86068
  -2.12298,    0.87531
  -2.12160,    0.88923
  -2.12023,    0.90242
  -2.11885,    0.91486
  -2.11747,    0.92653
  -2.11610,    0.93740
  -2.11472,    0.94746
  -2.11335,    0.95668
  -2.11197,    0.96505
  -2.11060,    0.97255
  -2.10922,    0.97916
  -2.10785,    0.98489
  -2.10647,    0.98970
  -2.10510,    0.99361
  -2.10372,    0.99659
  -2.10234,    0.99864
  -2.10097,    0.99977
  -2.09959,    0.99996
  -2.09822,    0.99922
  -2.09684,    0.99754
  -2.09547,    0.99494
  -2.09409,    0.99141
  -2.09272,    0.98697
  -2.09134,    0.98161
  -2.08997,    0.97536
  -2.08859,    0.96822
  -2.08721,    0.96021
  -2.08584,    0.95133
  -2.08446,    0.94162
  -2.08309,    0.93108
  -2.08171,    0.91973
  -2.08034,    0.90760
  -2.07896,    0.89471
  -2.07759,    0.88109
  -2.07621,    0.86675
  -2.07484,    0.85173
  -2.07346,    0.83605
  -2.07209,    0.81974
  -2.07071,    0.80284
  -2.06933,    0.78537
  -2.06796,    0.76737
  -2.06658,    0.74887
  -2.06521,    0.72990
  -2.06383,    0.71051
  -2.06246,    0.69072
  -2.06108,    0.67057
  -2.05971,    0.65011
  -2.05833,    0.62937
  -2.05696,    0.60839
  -2.05558,    0.58720
  -2.05420,    0.56585
  -2.05283,    0.54438
  -2.05145,    0.52282
  -2.05008,    0.50123
  -2.04870,    0.47963
  -2.04733,    0.45807
  -2.04595,    0.43658
  -2.04458,    0.41522
  -2.04320,    0.39401
  -2.04183,    0.37300
